session_id,customer_id,start_time,device_type,browser,country,end_time,duration_minutes,num_bets,total_wagered,net_result
SES_00000037,CU_000024,2024-07-03 16:02:00,mobile,Chrome,DE,2024-07-03 16:02:00,0,1,61.21,-61.21
SES_00000038,CU_000024,2024-07-08 12:27:00,mobile,Firefox,DE,2024-07-08 12:36:00,9,2,54.739999999999995,-12.059999999999999
SES_00000039,CU_000024,2024-07-14 17:48:00,mobile,Safari,DE,2024-07-14 18:04:00,16,2,77.72999999999999,-77.72999999999999
SES_00000040,CU_000024,2024-08-28 16:24:00,mobile,Chrome,DE,2024-08-28 16:24:00,0,1,29.19,26.349999999999998
SES_00000041,CU_000024,2024-09-04 11:42:00,mobile,Chrome,DE,2024-09-04 11:54:00,12,3,163.92,58.24
SES_00000042,CU_000024,2024-10-16 19:55:00,mobile,Chrome,DE,2024-10-16 19:55:00,0,1,49.54,-49.54
SES_00000043,CU_000024,2024-10-30 10:32:00,mobile,Safari,DE,2024-10-30 11:12:00,40,3,98.98,-98.98
SES_00000044,CU_000024,2024-11-01 20:40:00,mobile,Chrome,DE,2024-11-01 20:40:00,0,1,30.27,-30.27
SES_00000045,CU_000029,2024-08-31 18:56:00,mobile,Safari,SC,2024-08-31 18:56:00,0,1,58.24,-58.24
SES_00000046,CU_000029,2024-10-08 18:17:00,mobile,Firefox,SC,2024-10-08 18:17:00,0,1,11.22,9.74
SES_00000047,CU_000029,2024-11-07 22:00:00,mobile,Chrome,SC,2024-11-07 22:13:00,13,2,66.21,-7.649999999999995
SES_00000048,CU_000029,2024-11-15 22:58:00,mobile,Chrome,SC,2024-11-15 22:58:00,0,1,57.66,-57.66
SES_00000049,CU_000029,2024-11-23 15:26:00,mobile,Chrome,SC,2024-11-23 15:33:00,7,2,100.49,12.120000000000005
SES_00000050,CU_000029,2024-12-16 10:04:00,mobile,Chrome,SC,2024-12-16 10:04:00,0,1,34.99,38.550000000000004
SES_00000051,CU_000029,2024-12-24 18:09:00,mobile,Safari,SC,2024-12-24 18:49:00,40,3,124.81,120.96000000000001
SES_00000052,CU_000040,2024-09-04 16:20:00,mobile,Chrome,BN,2024-09-04 16:46:00,26,3,115.94999999999999,-30.35000000000001
SES_00000053,CU_000040,2024-09-20 14:32:00,desktop,Safari,BN,2024-09-20 15:04:00,32,3,98.28999999999999,-17.990000000000002
SES_00000054,CU_000040,2024-09-26 17:08:00,tablet,Chrome,BN,2024-09-26 17:15:00,7,2,111.03999999999999,-111.03999999999999
SES_00000055,CU_000040,2024-10-30 11:01:00,mobile,Chrome,BN,2024-10-30 11:41:00,40,3,127.66999999999999,122.75
SES_00000056,CU_000040,2024-11-03 20:43:00,tablet,Safari,BN,2024-11-03 20:59:00,16,3,80.54,5.41
SES_00000057,CU_000040,2024-12-07 22:56:00,mobile,Safari,BN,2024-12-07 23:08:00,12,2,33.980000000000004,36.05
SES_00000058,CU_000040,2024-12-13 17:22:00,tablet,Safari,BN,2024-12-13 17:22:00,0,1,60.74,-60.74
SES_00000059,CU_000066,2024-04-09 10:31:00,tablet,Firefox,HR,2024-04-09 11:19:00,48,5,449.41,96.21999999999996
SES_00000060,CU_000066,2024-04-20 09:06:00,desktop,Chrome,HR,2024-04-20 09:24:00,18,3,390.7,-390.7
SES_00000061,CU_000066,2024-04-27 19:53:00,mobile,Safari,HR,2024-04-27 20:41:00,48,5,534.02,189.25
SES_00000062,CU_000066,2024-05-06 20:26:00,desktop,Safari,HR,2024-05-06 20:42:00,16,3,197.14,-155.84
SES_00000063,CU_000066,2024-05-20 15:15:00,tablet,Safari,HR,2024-05-20 16:31:00,76,5,543.7199999999999,-171.69
SES_00000064,CU_000066,2024-06-20 15:16:00,tablet,Chrome,HR,2024-06-20 15:36:00,20,2,251.91,-251.91
SES_00000065,CU_000066,2024-06-29 23:22:00,mobile,Chrome,HR,2024-06-29 23:42:00,20,2,210.54,228.40000000000003
SES_00000066,CU_000066,2024-06-30 13:31:00,mobile,Chrome,HR,2024-06-30 14:05:00,34,5,473.19,138.16
SES_00000067,CU_000066,2024-07-07 16:41:00,mobile,Chrome,HR,2024-07-07 16:54:00,13,3,331.69,-208.2
SES_00000068,CU_000066,2024-07-20 12:04:00,mobile,Firefox,HR,2024-07-20 12:20:00,16,4,433.33000000000004,254.72000000000003
SES_00000069,CU_000066,2024-08-02 09:03:00,mobile,Chrome,HR,2024-08-02 10:07:00,64,5,504.96999999999997,-396.96999999999997
SES_00000070,CU_000066,2024-08-05 15:02:00,mobile,Chrome,HR,2024-08-05 15:38:00,36,4,334.12,83.98999999999998
SES_00000071,CU_000066,2024-08-08 16:43:00,mobile,Chrome,HR,2024-08-08 16:57:00,14,3,308.04,15.2
SES_00000072,CU_000066,2024-08-31 15:59:00,tablet,Safari,HR,2024-08-31 17:07:00,68,6,630.7600000000001,-408.0
SES_00000073,CU_000066,2024-09-08 13:31:00,mobile,Chrome,HR,2024-09-08 14:16:00,45,5,507.04,-212.25
SES_00000074,CU_000066,2024-09-17 11:45:00,mobile,Safari,HR,2024-09-17 13:05:00,80,6,545.71,-0.589999999999975
SES_00000075,CU_000066,2024-09-29 20:50:00,mobile,Chrome,HR,2024-09-29 21:41:00,51,4,203.79,33.43000000000001
SES_00000076,CU_000066,2024-10-04 14:48:00,desktop,Safari,HR,2024-10-04 15:32:00,44,5,419.52,-419.52
SES_00000077,CU_000066,2024-12-08 09:31:00,mobile,Chrome,HR,2024-12-08 09:47:00,16,2,122.0,-32.50000000000001
SES_00000078,CU_000081,2024-12-13 11:35:00,mobile,Chrome,ME,2024-12-13 11:35:00,0,1,43.06,-43.06
SES_00000079,CU_000082,2024-09-02 20:46:00,mobile,Firefox,GN,2024-09-02 21:51:00,65,6,671.0600000000001,-137.48
SES_00000080,CU_000082,2024-09-07 21:24:00,desktop,Chrome,GN,2024-09-07 22:44:00,80,6,828.8,-231.36999999999995
SES_00000081,CU_000082,2024-09-19 19:03:00,mobile,Chrome,GN,2024-09-19 19:27:00,24,5,669.83,-34.280000000000086
SES_00000082,CU_000082,2024-09-29 12:27:00,desktop,Edge,GN,2024-09-29 13:18:00,51,4,289.99,33.63000000000001
SES_00000083,CU_000082,2024-10-01 22:55:00,mobile,Safari,GN,2024-10-01 23:19:00,24,4,419.73,-114.40000000000002
SES_00000084,CU_000082,2024-10-10 17:47:00,mobile,Safari,GN,2024-10-10 18:07:00,20,2,296.59,52.47000000000001
SES_00000085,CU_000082,2024-10-27 11:44:00,tablet,Safari,GN,2024-10-27 11:58:00,14,2,170.38,-170.38
SES_00000086,CU_000082,2024-10-30 15:22:00,mobile,Safari,GN,2024-10-30 16:47:00,85,6,608.55,-282.68000000000006
SES_00000087,CU_000082,2024-11-02 09:00:00,mobile,Firefox,GN,2024-11-02 09:14:00,14,2,183.2,-183.2
SES_00000088,CU_000082,2024-11-07 21:20:00,desktop,Chrome,GN,2024-11-07 22:40:00,80,5,569.24,488.99
SES_00000089,CU_000082,2024-11-19 15:55:00,desktop,Chrome,GN,2024-11-19 16:34:00,39,4,290.82,249.45
SES_00000090,CU_000082,2024-11-30 19:02:00,desktop,Chrome,GN,2024-11-30 19:08:00,6,2,227.39,22.24000000000001
SES_00000091,CU_000082,2024-12-26 09:12:00,mobile,Firefox,GN,2024-12-26 09:40:00,28,5,475.12,-102.70999999999998
SES_00000092,CU_000117,2024-08-31 22:31:00,desktop,Safari,NL,2024-08-31 23:47:00,76,5,308.88,56.04999999999999
SES_00000093,CU_000117,2024-09-01 20:40:00,mobile,Safari,NL,2024-09-01 21:56:00,76,6,478.17999999999995,-39.17
SES_00000094,CU_000117,2024-09-03 16:27:00,desktop,Firefox,NL,2024-09-03 17:06:00,39,5,489.86,183.53999999999996
SES_00000095,CU_000117,2024-09-09 23:26:00,tablet,Chrome,NL,2024-09-10 00:46:00,80,6,705.21,13.919999999999959
SES_00000096,CU_000117,2024-09-11 23:23:00,mobile,Chrome,NL,2024-09-12 00:43:00,80,6,558.15,-72.47999999999999
SES_00000097,CU_000117,2024-09-16 16:00:00,desktop,Chrome,NL,2024-09-16 17:20:00,80,6,733.6,-97.34000000000005
SES_00000098,CU_000117,2024-09-17 09:17:00,mobile,Safari,NL,2024-09-17 10:21:00,64,5,622.27,-142.99
SES_00000099,CU_000117,2024-09-20 23:39:00,desktop,Chrome,NL,2024-09-21 00:06:00,27,4,473.21000000000004,-53.78999999999999
SES_00000100,CU_000117,2024-09-26 16:59:00,desktop,Firefox,NL,2024-09-26 17:09:00,10,2,285.5,-25.319999999999993
SES_00000101,CU_000117,2024-10-06 13:41:00,mobile,Safari,NL,2024-10-06 14:17:00,36,3,256.45,-256.45
SES_00000102,CU_000117,2024-10-16 14:37:00,mobile,Firefox,NL,2024-10-16 15:11:00,34,4,374.66,-158.53000000000003
SES_00000103,CU_000117,2024-10-22 17:43:00,desktop,Chrome,NL,2024-10-22 18:17:00,34,3,291.32,45.14
SES_00000104,CU_000117,2024-11-16 20:05:00,tablet,Chrome,NL,2024-11-16 21:45:00,100,6,609.4399999999999,518.2
SES_00000105,CU_000117,2024-11-28 15:19:00,mobile,Chrome,NL,2024-11-28 16:34:00,75,6,646.0899999999999,-404.53
SES_00000106,CU_000117,2024-12-03 16:08:00,tablet,Chrome,NL,2024-12-03 16:46:00,38,3,267.81,184.77
SES_00000107,CU_000117,2024-12-26 13:39:00,desktop,Chrome,NL,2024-12-26 14:24:00,45,6,706.14,-472.42999999999995
SES_00000108,CU_000118,2024-05-24 15:18:00,desktop,Firefox,NZ,2024-05-24 15:42:00,24,3,155.72,149.51
SES_00000109,CU_000118,2024-07-15 13:23:00,mobile,Firefox,NZ,2024-07-15 13:59:00,36,3,80.64000000000001,16.479999999999997
SES_00000110,CU_000118,2024-07-25 21:17:00,desktop,Safari,NZ,2024-07-25 21:17:00,0,1,49.17,43.47
SES_00000111,CU_000118,2024-09-05 18:26:00,mobile,Firefox,NZ,2024-09-05 18:38:00,12,2,104.75,-104.75
SES_00000112,CU_000118,2024-10-04 14:39:00,mobile,Safari,NZ,2024-10-04 14:39:00,0,1,30.28,-30.28
SES_00000113,CU_000118,2024-11-03 16:25:00,mobile,Chrome,NZ,2024-11-03 16:25:00,0,1,43.73,-43.73
SES_00000114,CU_000118,2024-11-06 10:46:00,mobile,Chrome,NZ,2024-11-06 10:46:00,0,1,50.98,-50.98
SES_00000115,CU_000118,2024-12-09 23:24:00,mobile,Chrome,NZ,2024-12-09 23:46:00,22,3,126.02,-31.500000000000004
SES_00000116,CU_000123,2024-05-06 23:59:00,mobile,Chrome,PH,2024-05-07 00:11:00,12,2,93.87,78.47
SES_00000117,CU_000123,2024-05-07 20:15:00,mobile,Chrome,PH,2024-05-07 20:43:00,28,3,92.93,-37.03
SES_00000118,CU_000123,2024-05-31 19:29:00,mobile,Firefox,PH,2024-05-31 19:29:00,0,1,41.06,40.64999999999999
SES_00000119,CU_000123,2024-06-29 10:45:00,mobile,Safari,PH,2024-06-29 11:01:00,16,3,89.88999999999999,26.38000000000001
SES_00000120,CU_000123,2024-08-17 13:54:00,desktop,Edge,PH,2024-08-17 13:54:00,0,1,41.53,-41.53
SES_00000121,CU_000123,2024-09-04 14:24:00,mobile,Firefox,PH,2024-09-04 14:24:00,0,1,38.87,-38.87
SES_00000122,CU_000123,2024-09-26 17:22:00,mobile,Safari,PH,2024-09-26 17:22:00,0,1,13.07,13.899999999999999
SES_00000123,CU_000123,2024-10-07 10:10:00,tablet,Safari,PH,2024-10-07 10:10:00,0,1,27.57,-27.57
SES_00000124,CU_000123,2024-10-11 17:31:00,mobile,Chrome,PH,2024-10-11 17:45:00,14,3,113.76,77.24
SES_00000125,CU_000125,2024-05-18 14:37:00,mobile,Chrome,PW,2024-05-18 15:09:00,32,3,72.16,-18.419999999999998
SES_00000126,CU_000125,2024-05-25 22:48:00,desktop,Chrome,PW,2024-05-25 22:54:00,6,2,103.57,18.93
SES_00000127,CU_000125,2024-05-30 11:14:00,mobile,Chrome,PW,2024-05-30 11:28:00,14,3,97.17,-57.94
SES_00000128,CU_000125,2024-07-04 18:19:00,mobile,Safari,PW,2024-07-04 18:49:00,30,3,156.17000000000002,-156.17000000000002
SES_00000129,CU_000125,2024-07-06 18:03:00,mobile,Firefox,PW,2024-07-06 18:31:00,28,3,141.04999999999998,32.529999999999994
SES_00000130,CU_000125,2024-07-26 19:51:00,desktop,Chrome,PW,2024-07-26 19:58:00,7,2,51.849999999999994,5.670000000000005
SES_00000131,CU_000125,2024-08-02 18:44:00,desktop,Safari,PW,2024-08-02 19:24:00,40,3,71.86,65.61
SES_00000132,CU_000125,2024-10-11 09:54:00,mobile,Chrome,PW,2024-10-11 09:54:00,0,1,37.05,-37.05
SES_00000133,CU_000125,2024-11-11 16:16:00,tablet,Safari,PW,2024-11-11 16:26:00,10,3,94.25999999999999,32.28
SES_00000134,CU_000125,2024-11-30 14:33:00,mobile,Chrome,PW,2024-11-30 14:46:00,13,2,80.01,-40.75
SES_00000135,CU_000125,2024-12-09 10:01:00,mobile,Chrome,PW,2024-12-09 10:01:00,0,1,62.1,-62.1
SES_00000136,CU_000127,2024-04-15 10:23:00,mobile,Firefox,VU,2024-04-15 10:59:00,36,5,542.18,67.65999999999995
SES_00000137,CU_000127,2024-04-21 10:24:00,desktop,Firefox,VU,2024-04-21 11:39:00,75,6,574.12,132.09000000000003
SES_00000138,CU_000127,2024-05-07 16:12:00,mobile,Chrome,VU,2024-05-07 17:32:00,80,6,782.33,726.53
SES_00000139,CU_000127,2024-05-17 09:41:00,tablet,Chrome,VU,2024-05-17 09:55:00,14,2,198.89,100.82
SES_00000140,CU_000127,2024-05-24 23:41:00,desktop,Safari,VU,2024-05-24 23:53:00,12,2,112.67,4.329999999999998
SES_00000141,CU_000127,2024-06-05 09:58:00,mobile,Chrome,VU,2024-06-05 10:38:00,40,4,362.91999999999996,165.61
SES_00000142,CU_000127,2024-06-06 18:30:00,desktop,Chrome,VU,2024-06-06 18:40:00,10,2,124.41,74.72999999999999
SES_00000143,CU_000127,2024-06-13 14:06:00,desktop,Edge,VU,2024-06-13 15:46:00,100,6,638.8299999999999,166.94
SES_00000144,CU_000127,2024-06-25 10:44:00,mobile,Chrome,VU,2024-06-25 11:20:00,36,3,405.17,-249.34
SES_00000145,CU_000127,2024-06-28 10:48:00,mobile,Safari,VU,2024-06-28 11:08:00,20,3,280.95,60.69000000000001
SES_00000146,CU_000127,2024-07-11 14:05:00,mobile,Chrome,VU,2024-07-11 15:01:00,56,5,350.90000000000003,87.03999999999998
SES_00000147,CU_000127,2024-07-21 15:39:00,tablet,Chrome,VU,2024-07-21 16:59:00,80,6,592.43,-65.48999999999995
SES_00000148,CU_000127,2024-08-13 13:19:00,desktop,Chrome,VU,2024-08-13 13:26:00,7,2,293.65,-4.239999999999981
SES_00000149,CU_000127,2024-08-26 23:31:00,desktop,Chrome,VU,2024-08-26 23:49:00,18,3,292.69,-185.35
SES_00000150,CU_000127,2024-08-29 11:50:00,mobile,Safari,VU,2024-08-29 12:42:00,52,5,511.57,-187.34000000000003
SES_00000151,CU_000127,2024-09-03 20:13:00,mobile,Chrome,VU,2024-09-03 20:20:00,7,2,199.93,18.41000000000001
SES_00000152,CU_000127,2024-09-10 19:25:00,mobile,Firefox,VU,2024-09-10 20:05:00,40,3,228.03,-67.5
SES_00000153,CU_000127,2024-09-21 18:47:00,tablet,Chrome,VU,2024-09-21 19:32:00,45,5,255.62,-2.8599999999999994
SES_00000154,CU_000127,2024-09-24 18:23:00,mobile,Chrome,VU,2024-09-24 19:17:00,54,4,375.5,163.60000000000002
SES_00000155,CU_000127,2024-10-31 16:27:00,desktop,Firefox,VU,2024-10-31 16:49:00,22,3,359.39000000000004,-309.82000000000005
SES_00000156,CU_000127,2024-11-02 23:12:00,mobile,Chrome,VU,2024-11-03 00:06:00,54,5,507.25,-507.25
SES_00000157,CU_000127,2024-11-10 18:51:00,mobile,Firefox,VU,2024-11-10 19:09:00,18,3,243.38,-243.38
SES_00000158,CU_000127,2024-11-12 16:10:00,mobile,Chrome,VU,2024-11-12 17:10:00,60,6,779.34,-360.31
SES_00000159,CU_000127,2024-12-06 20:09:00,mobile,Safari,VU,2024-12-06 20:21:00,12,3,213.78,219.7
SES_00000160,CU_000127,2024-12-29 11:40:00,desktop,Edge,VU,2024-12-29 12:10:00,30,3,316.14,57.41999999999999
SES_00000161,CU_000135,2024-08-12 19:56:00,mobile,Chrome,RW,2024-08-12 21:26:00,90,9,2873.1900000000005,-295.6400000000001
SES_00000162,CU_000135,2024-08-16 23:24:00,tablet,Safari,RW,2024-08-17 01:16:00,112,8,3500.84,-490.65
SES_00000163,CU_000135,2024-08-17 13:08:00,mobile,Chrome,RW,2024-08-17 14:28:00,80,11,3452.33,-284.78999999999996
SES_00000164,CU_000135,2024-08-17 16:08:00,desktop,Chrome,RW,2024-08-17 16:08:00,0,1,144.97,173.34
SES_00000165,CU_000135,2024-08-31 23:04:00,mobile,Safari,RW,2024-09-01 00:43:00,99,10,3224.8,820.7
SES_00000166,CU_000135,2024-09-01 01:12:00,desktop,Firefox,RW,2024-09-01 01:16:00,4,2,652.0899999999999,-402.33
SES_00000167,CU_000135,2024-09-08 11:49:00,desktop,Safari,RW,2024-09-08 13:41:00,112,8,2308.0099999999998,-566.1999999999998
SES_00000168,CU_000135,2024-09-09 13:50:00,desktop,Safari,RW,2024-09-09 15:38:00,108,7,2368.1800000000003,269.0400000000001
SES_00000169,CU_000135,2024-09-11 15:51:00,mobile,Chrome,RW,2024-09-11 17:51:00,120,9,2559.9500000000003,-1711.7800000000002
SES_00000170,CU_000135,2024-09-11 18:15:00,tablet,Chrome,RW,2024-09-11 18:47:00,32,3,951.02,166.76000000000005
SES_00000171,CU_000135,2024-09-14 17:57:00,tablet,Chrome,RW,2024-09-14 19:17:00,80,6,1952.6399999999999,-608.0799999999998
SES_00000172,CU_000135,2024-09-27 18:18:00,mobile,Chrome,RW,2024-09-27 19:48:00,90,7,2405.32,781.6
SES_00000173,CU_000135,2024-09-28 10:28:00,desktop,Chrome,RW,2024-09-28 11:48:00,80,6,2503.21,1156.4899999999998
SES_00000174,CU_000135,2024-10-13 22:34:00,mobile,Chrome,RW,2024-10-14 00:34:00,120,11,4961.68,369.5199999999999
SES_00000175,CU_000135,2024-10-14 01:19:00,desktop,Firefox,RW,2024-10-14 01:19:00,0,1,365.38,294.14
SES_00000176,CU_000135,2024-11-06 10:31:00,mobile,Chrome,RW,2024-11-06 12:02:00,91,8,2750.31,749.4099999999999
SES_00000177,CU_000135,2024-11-11 17:38:00,mobile,Firefox,RW,2024-11-11 18:05:00,27,4,1583.3999999999999,468.16
SES_00000178,CU_000135,2024-11-12 20:25:00,mobile,Firefox,RW,2024-11-12 21:10:00,45,7,2268.25,261.13
SES_00000179,CU_000135,2024-12-10 23:20:00,desktop,Chrome,RW,2024-12-11 01:08:00,108,9,3823.4100000000003,523.26
SES_00000180,CU_000135,2024-12-11 01:21:00,tablet,Firefox,RW,2024-12-11 02:10:00,49,3,834.9200000000001,-834.9200000000001
SES_00000181,CU_000135,2024-12-15 23:03:00,mobile,Safari,RW,2024-12-16 00:43:00,100,6,2470.69,-931.19
SES_00000182,CU_000135,2024-12-17 17:07:00,mobile,Chrome,RW,2024-12-17 18:45:00,98,8,2821.3800000000006,516.9799999999998
SES_00000183,CU_000137,2024-02-12 22:20:00,mobile,Safari,CF,2024-02-12 22:50:00,30,3,132.31,-132.31
SES_00000184,CU_000137,2024-02-13 19:57:00,mobile,Chrome,CF,2024-02-13 20:21:00,24,3,82.10000000000001,44.349999999999994
SES_00000185,CU_000137,2024-02-25 20:20:00,desktop,Firefox,CF,2024-02-25 20:52:00,32,3,143.91,-22.439999999999998
SES_00000186,CU_000137,2024-03-04 20:44:00,mobile,Safari,CF,2024-03-04 21:14:00,30,3,111.35,-28.030000000000005
SES_00000187,CU_000137,2024-03-07 22:16:00,mobile,Safari,CF,2024-03-07 22:36:00,20,2,57.61,-39.57
SES_00000188,CU_000137,2024-03-26 19:42:00,mobile,Chrome,CF,2024-03-26 19:42:00,0,1,11.57,-11.57
SES_00000189,CU_000137,2024-03-28 20:58:00,mobile,Chrome,CF,2024-03-28 21:20:00,22,3,88.65,-47.31
SES_00000190,CU_000137,2024-04-10 10:42:00,desktop,Safari,CF,2024-04-10 11:01:00,19,2,38.96,15.22
SES_00000191,CU_000137,2024-05-29 12:13:00,mobile,Safari,CF,2024-05-29 12:30:00,17,2,71.81,82.28
SES_00000192,CU_000137,2024-07-09 21:16:00,mobile,Chrome,CF,2024-07-09 21:32:00,16,3,138.28,-71.33
SES_00000193,CU_000137,2024-07-20 15:16:00,mobile,Safari,CF,2024-07-20 15:30:00,14,2,75.58,-75.58
SES_00000194,CU_000137,2024-08-19 21:44:00,mobile,Safari,CF,2024-08-19 21:44:00,0,1,15.42,16.659999999999997
SES_00000195,CU_000137,2024-08-29 22:23:00,mobile,Firefox,CF,2024-08-29 22:23:00,0,1,49.19,-49.19
SES_00000196,CU_000137,2024-11-07 21:22:00,mobile,Chrome,CF,2024-11-07 21:32:00,10,2,79.22,18.97
SES_00000197,CU_000137,2024-12-18 16:37:00,mobile,Safari,CF,2024-12-18 17:15:00,38,3,88.21000000000001,-88.21000000000001
SES_00000198,CU_000137,2024-12-21 14:38:00,desktop,Safari,CF,2024-12-21 14:56:00,18,3,161.95,-43.230000000000004
SES_00000199,CU_000137,2024-12-26 19:31:00,mobile,Safari,CF,2024-12-26 19:51:00,20,2,71.3,39.57000000000001
SES_00000200,CU_000140,2024-12-21 13:05:00,mobile,Edge,TN,2024-12-21 14:01:00,56,6,699.93,-219.0
SES_00000201,CU_000142,2024-10-31 16:03:00,mobile,Chrome,LV,2024-10-31 16:17:00,14,3,104.75,59.03999999999999
SES_00000202,CU_000142,2024-11-09 23:00:00,mobile,Chrome,LV,2024-11-09 23:09:00,9,2,41.15,-17.770000000000003
SES_00000203,CU_000142,2024-11-26 15:20:00,mobile,Firefox,LV,2024-11-26 15:56:00,36,3,91.67,-49.39999999999999
SES_00000204,CU_000143,2024-06-14 09:32:00,desktop,Chrome,ET,2024-06-14 10:02:00,30,3,89.02,48.96000000000001
SES_00000205,CU_000143,2024-06-18 20:51:00,desktop,Chrome,ET,2024-06-18 20:51:00,0,1,11.51,11.26
SES_00000206,CU_000143,2024-06-20 10:15:00,mobile,Edge,ET,2024-06-20 10:51:00,36,3,110.71,-5.25
SES_00000207,CU_000143,2024-07-07 16:40:00,mobile,Chrome,ET,2024-07-07 17:08:00,28,3,93.95,8.920000000000002
SES_00000208,CU_000143,2024-07-16 15:47:00,desktop,Safari,ET,2024-07-16 15:47:00,0,1,37.6,-37.6
SES_00000209,CU_000143,2024-07-30 11:49:00,mobile,Safari,ET,2024-07-30 12:03:00,14,2,55.61,61.13999999999999
SES_00000210,CU_000143,2024-08-17 23:40:00,desktop,Chrome,ET,2024-08-17 23:40:00,0,1,54.52,51.88
SES_00000211,CU_000143,2024-09-16 21:46:00,desktop,Safari,ET,2024-09-16 21:46:00,0,1,56.84,50.0
