customer_id,campaign_id,sent_date,responded,response_date,bonus_claimed,campaign_cost
CU_005564,CAMP_00001,2024-01-08,True,2024-01-09,True,15.0
CU_004682,CAMP_00001,2024-01-09,False,,False,15.0
CU_008281,CAMP_00001,2024-01-07,False,,False,15.0
CU_007095,CAMP_00001,2024-01-10,False,,False,15.0
CU_002823,CAMP_00001,2024-01-08,True,2024-01-12,True,15.0
CU_008437,CAMP_00001,2024-01-08,False,,False,15.0
CU_004656,CAMP_00001,2024-01-09,False,,False,15.0
CU_003569,CAMP_00001,2024-01-08,False,,False,15.0
CU_005106,CAMP_00001,2024-01-10,False,,False,15.0
CU_003278,CAMP_00001,2024-01-10,False,,False,15.0
CU_002081,CAMP_00001,2024-01-10,True,2024-01-17,True,15.0
CU_005834,CAMP_00001,2024-01-10,False,,False,15.0
CU_004321,CAMP_00001,2024-01-07,False,,False,15.0
CU_004081,CAMP_00001,2024-01-10,False,,False,15.0
CU_003853,CAMP_00001,2024-01-09,False,,False,15.0
CU_000525,CAMP_00001,2024-01-08,True,2024-01-15,True,15.0
CU_006956,CAMP_00001,2024-01-10,True,2024-01-11,True,15.0
CU_008226,CAMP_00001,2024-01-09,True,2024-01-11,True,15.0
CU_008204,CAMP_00001,2024-01-07,False,,False,15.0
CU_004031,CAMP_00001,2024-01-07,False,,False,15.0
CU_003560,CAMP_00001,2024-01-08,True,2024-01-12,True,15.0
CU_009668,CAMP_00001,2024-01-08,False,,False,15.0
CU_004694,CAMP_00001,2024-01-09,False,,False,15.0
CU_002531,CAMP_00001,2024-01-08,False,,False,15.0
CU_003425,CAMP_00001,2024-01-07,True,2024-01-16,True,15.0
CU_003464,CAMP_00001,2024-01-08,True,2024-01-10,True,15.0
CU_001317,CAMP_00001,2024-01-10,False,,False,15.0
CU_006276,CAMP_00001,2024-01-09,True,2024-01-10,True,15.0
CU_005008,CAMP_00001,2024-01-10,True,2024-01-15,True,15.0
CU_003129,CAMP_00001,2024-01-07,False,,False,15.0
CU_007667,CAMP_00001,2024-01-07,True,2024-01-16,True,15.0
CU_005848,CAMP_00001,2024-01-08,False,,False,15.0
CU_004546,CAMP_00001,2024-01-08,True,2024-01-11,True,15.0
CU_006124,CAMP_00001,2024-01-10,True,2024-01-16,False,15.0
CU_005995,CAMP_00001,2024-01-08,True,2024-01-10,True,15.0
CU_006952,CAMP_00001,2024-01-10,False,,False,15.0
CU_007313,CAMP_00001,2024-01-07,False,,False,15.0
CU_009332,CAMP_00001,2024-01-08,False,,False,15.0
CU_002881,CAMP_00001,2024-01-09,False,,False,15.0
CU_001600,CAMP_00001,2024-01-09,False,,False,15.0
CU_005641,CAMP_00001,2024-01-07,False,,False,15.0
CU_006631,CAMP_00001,2024-01-09,False,,False,15.0
CU_001957,CAMP_00001,2024-01-07,False,,False,15.0
CU_001508,CAMP_00001,2024-01-08,False,,False,15.0
CU_004092,CAMP_00001,2024-01-08,True,2024-01-13,True,15.0
CU_007723,CAMP_00001,2024-01-07,False,,False,15.0
CU_000803,CAMP_00001,2024-01-07,True,2024-01-10,True,15.0
CU_004202,CAMP_00001,2024-01-09,False,,False,15.0
CU_005118,CAMP_00001,2024-01-07,False,,False,15.0
CU_008753,CAMP_00001,2024-01-10,False,,False,15.0
CU_007797,CAMP_00001,2024-01-10,True,2024-01-09,False,15.0
CU_006036,CAMP_00001,2024-01-07,False,,False,15.0
CU_001750,CAMP_00001,2024-01-10,False,,False,15.0
CU_001862,CAMP_00001,2024-01-08,False,,False,15.0
CU_006704,CAMP_00001,2024-01-09,True,2024-01-11,True,15.0
CU_007512,CAMP_00001,2024-01-07,False,,False,15.0
CU_002440,CAMP_00001,2024-01-08,False,,False,15.0
CU_009870,CAMP_00001,2024-01-10,False,,False,15.0
CU_008591,CAMP_00001,2024-01-10,False,,False,15.0
CU_004402,CAMP_00001,2024-01-08,False,,False,15.0
CU_001708,CAMP_00001,2024-01-07,False,,False,15.0
CU_007787,CAMP_00001,2024-01-08,True,2024-01-17,True,15.0
CU_009431,CAMP_00001,2024-01-07,False,,False,15.0
CU_004874,CAMP_00001,2024-01-10,True,2024-01-11,True,15.0
CU_007140,CAMP_00001,2024-01-10,True,2024-01-12,True,15.0
CU_006615,CAMP_00001,2024-01-07,False,,False,15.0
CU_006800,CAMP_00001,2024-01-08,True,2024-01-10,True,15.0
CU_002140,CAMP_00002,2024-01-30,True,2024-02-03,True,45.0
CU_002996,CAMP_00002,2024-01-29,False,,False,45.0
CU_004126,CAMP_00002,2024-01-28,True,2024-02-01,False,45.0
CU_005966,CAMP_00002,2024-01-29,True,2024-01-31,True,45.0
CU_009796,CAMP_00002,2024-01-31,True,2024-02-05,True,45.0
CU_002440,CAMP_00002,2024-01-29,True,2024-02-06,False,45.0
CU_004434,CAMP_00002,2024-01-28,False,,False,45.0
CU_007791,CAMP_00002,2024-01-30,True,2024-01-29,True,45.0
CU_002163,CAMP_00002,2024-01-31,False,,False,45.0
CU_001638,CAMP_00002,2024-01-28,True,2024-01-31,True,45.0
CU_006802,CAMP_00002,2024-01-28,False,,False,45.0
CU_005612,CAMP_00002,2024-01-29,False,,False,45.0
CU_001056,CAMP_00002,2024-01-30,False,,False,45.0
CU_000964,CAMP_00002,2024-01-28,False,,False,45.0
CU_001750,CAMP_00002,2024-01-30,False,,False,45.0
CU_009195,CAMP_00002,2024-01-31,False,,False,45.0
CU_004064,CAMP_00002,2024-01-29,False,,False,45.0
CU_008534,CAMP_00002,2024-01-30,True,2024-01-29,True,45.0
CU_002948,CAMP_00002,2024-01-29,True,2024-01-31,True,45.0
CU_004792,CAMP_00002,2024-01-30,False,,False,45.0
CU_009835,CAMP_00002,2024-01-30,False,,False,45.0
CU_008057,CAMP_00002,2024-01-29,False,,False,45.0
CU_007922,CAMP_00002,2024-01-28,True,2024-01-30,True,45.0
CU_003382,CAMP_00002,2024-01-31,False,,False,45.0
CU_007958,CAMP_00002,2024-01-28,True,2024-02-02,True,45.0
CU_003148,CAMP_00002,2024-01-28,True,2024-02-04,True,45.0
CU_002881,CAMP_00002,2024-01-30,True,2024-02-04,True,45.0
CU_000371,CAMP_00002,2024-01-31,True,2024-01-31,True,45.0
CU_001041,CAMP_00002,2024-01-29,False,,False,45.0
CU_003566,CAMP_00002,2024-01-28,True,2024-02-04,True,45.0
CU_001523,CAMP_00002,2024-01-30,False,,False,45.0
CU_003560,CAMP_00002,2024-01-28,False,,False,45.0
CU_002330,CAMP_00002,2024-01-29,True,2024-02-02,True,45.0
CU_006410,CAMP_00002,2024-01-31,False,,False,45.0
CU_002073,CAMP_00002,2024-01-30,False,,False,45.0
CU_007548,CAMP_00002,2024-01-30,True,2024-01-30,True,45.0
CU_000886,CAMP_00002,2024-01-29,True,2024-01-31,True,45.0
CU_004608,CAMP_00002,2024-01-31,True,2024-02-03,True,45.0
CU_006090,CAMP_00002,2024-01-31,False,,False,45.0
CU_002160,CAMP_00002,2024-01-30,True,2024-02-01,False,45.0
CU_009438,CAMP_00002,2024-01-30,True,2024-02-01,True,45.0
CU_006279,CAMP_00002,2024-01-31,True,2024-02-04,True,45.0
CU_000109,CAMP_00002,2024-01-28,False,,False,45.0
CU_005741,CAMP_00002,2024-01-31,False,,False,45.0
CU_003615,CAMP_00002,2024-01-29,False,,False,45.0
CU_008445,CAMP_00002,2024-01-28,True,2024-01-31,False,45.0
CU_009973,CAMP_00002,2024-01-31,True,2024-01-29,True,45.0
CU_002160,CAMP_00003,2024-01-10,False,,False,15.0
CU_004342,CAMP_00003,2024-01-12,False,,False,15.0
CU_009870,CAMP_00003,2024-01-11,True,2024-01-19,True,15.0
CU_004682,CAMP_00003,2024-01-12,True,2024-01-11,True,15.0
CU_002531,CAMP_00003,2024-01-10,False,,False,15.0
CU_004081,CAMP_00003,2024-01-10,True,2024-01-12,False,15.0
CU_009332,CAMP_00003,2024-01-10,False,,False,15.0
CU_008138,CAMP_00003,2024-01-11,False,,False,15.0
CU_006461,CAMP_00003,2024-01-11,True,2024-01-17,True,15.0
CU_004333,CAMP_00003,2024-01-10,False,,False,15.0
CU_003230,CAMP_00003,2024-01-11,False,,False,15.0
CU_008263,CAMP_00003,2024-01-12,False,,False,15.0
CU_000087,CAMP_00003,2024-01-12,False,,False,15.0
CU_000797,CAMP_00003,2024-01-12,True,2024-01-18,True,15.0
CU_002348,CAMP_00003,2024-01-10,False,,False,15.0
CU_008204,CAMP_00003,2024-01-10,True,2024-01-14,True,15.0
CU_007986,CAMP_00003,2024-01-09,True,2024-01-12,False,15.0
CU_000527,CAMP_00003,2024-01-12,False,,False,15.0
CU_002638,CAMP_00003,2024-01-09,False,,False,15.0
CU_000803,CAMP_00003,2024-01-11,False,,False,15.0
CU_002881,CAMP_00003,2024-01-11,True,2024-01-10,True,15.0
CU_000964,CAMP_00003,2024-01-12,False,,False,15.0
CU_002030,CAMP_00003,2024-01-09,True,2024-01-12,True,15.0
CU_009438,CAMP_00003,2024-01-10,True,2024-01-14,False,15.0
CU_005223,CAMP_00003,2024-01-11,False,,False,15.0
CU_008281,CAMP_00003,2024-01-11,False,,False,15.0
CU_001750,CAMP_00003,2024-01-11,False,,False,15.0
CU_004064,CAMP_00003,2024-01-11,False,,False,15.0
CU_004948,CAMP_00003,2024-01-11,True,2024-01-19,True,15.0
CU_002577,CAMP_00003,2024-01-12,True,2024-01-18,True,15.0
CU_007512,CAMP_00003,2024-01-10,True,2024-01-14,False,15.0
CU_007958,CAMP_00003,2024-01-11,False,,False,15.0
CU_003622,CAMP_00003,2024-01-10,True,2024-01-18,True,15.0
CU_004723,CAMP_00003,2024-01-11,True,2024-01-14,True,15.0
CU_003569,CAMP_00003,2024-01-09,False,,False,15.0
CU_007751,CAMP_00003,2024-01-10,True,2024-01-10,True,15.0
CU_005576,CAMP_00003,2024-01-09,True,2024-01-12,True,15.0
CU_001688,CAMP_00003,2024-01-12,True,2024-01-15,True,15.0
CU_001523,CAMP_00003,2024-01-10,True,2024-01-13,True,15.0
CU_007567,CAMP_00003,2024-01-09,False,,False,15.0
CU_004561,CAMP_00003,2024-01-10,True,2024-01-13,False,15.0
CU_004377,CAMP_00003,2024-01-09,True,2024-01-19,False,15.0
CU_005995,CAMP_00003,2024-01-10,True,2024-01-11,True,15.0
CU_002858,CAMP_00003,2024-01-11,True,2024-01-16,True,15.0
CU_000886,CAMP_00003,2024-01-09,False,,False,15.0
CU_004458,CAMP_00003,2024-01-11,False,,False,15.0
CU_004124,CAMP_00003,2024-01-11,False,,False,15.0
CU_008061,CAMP_00003,2024-01-11,False,,False,15.0
CU_005893,CAMP_00003,2024-01-11,False,,False,15.0
CU_005118,CAMP_00003,2024-01-11,False,,False,15.0
CU_005564,CAMP_00003,2024-01-10,False,,False,15.0
CU_004202,CAMP_00003,2024-01-12,False,,False,15.0
CU_008225,CAMP_00003,2024-01-09,False,,False,15.0
CU_003282,CAMP_00003,2024-01-12,False,,False,15.0
CU_007842,CAMP_00003,2024-01-12,False,,False,15.0
CU_008105,CAMP_00003,2024-01-11,False,,False,15.0
CU_002614,CAMP_00003,2024-01-10,True,2024-01-15,True,15.0
CU_008148,CAMP_00003,2024-01-12,False,,False,15.0
CU_007623,CAMP_00003,2024-01-09,False,,False,15.0
CU_000983,CAMP_00003,2024-01-09,True,2024-01-12,True,15.0
CU_002867,CAMP_00003,2024-01-11,True,2024-01-11,True,15.0
CU_004207,CAMP_00003,2024-01-10,False,,False,15.0
CU_001957,CAMP_00003,2024-01-11,True,2024-01-10,True,15.0
CU_007195,CAMP_00003,2024-01-12,True,2024-01-11,True,15.0
CU_009797,CAMP_00003,2024-01-12,False,,False,15.0
CU_006276,CAMP_00003,2024-01-10,False,,False,15.0
CU_007667,CAMP_00003,2024-01-12,False,,False,15.0
CU_001317,CAMP_00003,2024-01-10,False,,False,15.0
CU_004835,CAMP_00003,2024-01-12,False,,False,15.0
CU_004989,CAMP_00003,2024-01-11,False,,False,15.0
CU_007655,CAMP_00003,2024-01-11,True,2024-01-19,True,15.0
CU_001194,CAMP_00003,2024-01-11,False,,False,15.0
CU_004028,CAMP_00003,2024-01-10,False,,False,15.0
CU_009114,CAMP_00003,2024-01-11,True,2024-01-11,True,15.0
CU_003790,CAMP_00003,2024-01-10,False,,False,15.0
CU_006336,CAMP_00003,2024-01-09,True,2024-01-12,False,15.0
CU_003966,CAMP_00003,2024-01-10,False,,False,15.0
CU_001600,CAMP_00003,2024-01-12,False,,False,15.0
CU_003853,CAMP_00003,2024-01-09,True,2024-01-12,True,15.0
CU_001803,CAMP_00003,2024-01-09,False,,False,15.0
CU_000043,CAMP_00003,2024-01-11,False,,False,15.0
CU_006036,CAMP_00003,2024-01-12,True,2024-01-18,False,15.0
CU_001938,CAMP_00003,2024-01-11,False,,False,15.0
CU_005641,CAMP_00003,2024-01-09,True,2024-01-19,True,15.0
CU_004755,CAMP_00003,2024-01-12,True,2024-01-19,True,15.0
CU_003262,CAMP_00003,2024-01-12,False,,False,15.0
CU_001041,CAMP_00003,2024-01-09,False,,False,15.0
CU_003406,CAMP_00003,2024-01-09,True,2024-01-11,False,15.0
CU_004402,CAMP_00003,2024-01-10,False,,False,15.0
CU_005410,CAMP_00003,2024-01-12,True,2024-01-15,True,15.0
CU_003303,CAMP_00003,2024-01-09,True,2024-01-15,True,15.0
CU_007787,CAMP_00003,2024-01-09,True,2024-01-12,True,15.0
CU_000006,CAMP_00003,2024-01-09,False,,False,15.0
CU_004038,CAMP_00003,2024-01-09,False,,False,15.0
CU_002081,CAMP_00003,2024-01-11,False,,False,15.0
CU_004317,CAMP_00003,2024-01-12,True,2024-01-19,True,15.0
CU_003594,CAMP_00003,2024-01-10,True,2024-01-15,False,15.0
CU_007313,CAMP_00003,2024-01-11,False,,False,15.0
CU_003412,CAMP_00003,2024-01-09,False,,False,15.0
CU_009389,CAMP_00003,2024-01-12,False,,False,15.0
CU_004656,CAMP_00003,2024-01-09,True,2024-01-16,True,15.0
CU_005382,CAMP_00003,2024-01-11,True,2024-01-19,True,15.0
CU_002921,CAMP_00003,2024-01-12,False,,False,15.0
CU_008620,CAMP_00003,2024-01-11,False,,False,15.0
CU_001066,CAMP_00003,2024-01-09,True,2024-01-15,True,15.0
CU_000725,CAMP_00003,2024-01-11,True,2024-01-19,True,15.0
CU_007797,CAMP_00003,2024-01-09,False,,False,15.0
CU_003866,CAMP_00003,2024-01-11,True,2024-01-11,True,15.0
CU_003129,CAMP_00003,2024-01-09,True,2024-01-18,True,15.0
CU_004439,CAMP_00003,2024-01-12,False,,False,15.0
CU_004193,CAMP_00003,2024-01-11,False,,False,15.0
CU_008125,CAMP_00003,2024-01-09,False,,False,15.0
CU_008437,CAMP_00003,2024-01-11,False,,False,15.0
CU_005848,CAMP_00003,2024-01-09,False,,False,15.0
CU_006686,CAMP_00003,2024-01-11,False,,False,15.0
CU_005897,CAMP_00003,2024-01-12,True,2024-01-16,True,15.0
CU_004220,CAMP_00003,2024-01-12,False,,False,15.0
CU_006531,CAMP_00003,2024-01-10,False,,False,15.0
CU_005305,CAMP_00003,2024-01-11,False,,False,15.0
CU_006800,CAMP_00003,2024-01-12,True,2024-01-13,True,15.0
CU_000041,CAMP_00003,2024-01-11,False,,False,15.0
CU_005834,CAMP_00003,2024-01-10,False,,False,15.0
CU_001708,CAMP_00003,2024-01-12,False,,False,15.0
CU_008753,CAMP_00003,2024-01-12,False,,False,15.0
CU_006704,CAMP_00003,2024-01-12,False,,False,15.0
CU_006956,CAMP_00003,2024-01-10,True,2024-01-12,True,15.0
CU_007723,CAMP_00003,2024-01-11,True,2024-01-12,True,15.0
CU_006861,CAMP_00003,2024-01-09,False,,False,15.0
CU_009431,CAMP_00003,2024-01-12,True,2024-01-15,True,15.0
CU_004321,CAMP_00003,2024-01-10,False,,False,15.0
CU_008591,CAMP_00003,2024-01-10,False,,False,15.0
CU_007973,CAMP_00003,2024-01-12,False,,False,15.0
CU_007257,CAMP_00003,2024-01-10,False,,False,15.0
CU_004031,CAMP_00003,2024-01-10,False,,False,15.0
CU_004694,CAMP_00003,2024-01-09,False,,False,15.0
CU_004546,CAMP_00003,2024-01-12,True,2024-01-15,True,15.0
CU_008429,CAMP_00003,2024-01-12,False,,False,15.0
CU_006802,CAMP_00003,2024-01-09,True,2024-01-16,True,15.0
CU_007464,CAMP_00003,2024-01-10,True,2024-01-11,True,15.0
CU_004910,CAMP_00003,2024-01-12,True,2024-01-17,True,15.0
CU_004338,CAMP_00003,2024-01-10,False,,False,15.0
CU_001189,CAMP_00003,2024-01-09,False,,False,15.0
CU_002440,CAMP_00003,2024-01-10,False,,False,15.0
CU_008445,CAMP_00003,2024-01-09,True,2024-01-10,True,15.0
CU_009832,CAMP_00003,2024-01-12,False,,False,15.0
CU_002272,CAMP_00003,2024-01-11,False,,False,15.0
CU_005612,CAMP_00003,2024-01-09,True,2024-01-18,True,15.0
CU_007028,CAMP_00003,2024-01-11,False,,False,15.0
CU_004183,CAMP_00003,2024-01-12,False,,False,15.0
CU_004482,CAMP_00003,2024-01-10,False,,False,15.0
CU_003381,CAMP_00003,2024-01-09,False,,False,15.0
CU_006850,CAMP_00003,2024-01-09,False,,False,15.0
CU_002841,CAMP_00003,2024-01-12,False,,False,15.0
CU_005932,CAMP_00003,2024-01-10,False,,False,15.0
CU_008020,CAMP_00003,2024-01-12,False,,False,15.0
CU_005581,CAMP_00003,2024-01-11,False,,False,15.0
CU_007596,CAMP_00003,2024-01-11,False,,False,15.0
CU_006952,CAMP_00003,2024-01-12,False,,False,15.0
CU_009533,CAMP_00003,2024-01-11,False,,False,15.0
CU_004201,CAMP_00003,2024-01-10,False,,False,15.0
CU_008962,CAMP_00003,2024-01-12,True,2024-01-10,True,15.0
CU_002140,CAMP_00003,2024-01-10,False,,False,15.0
CU_004174,CAMP_00003,2024-01-11,False,,False,15.0
CU_009521,CAMP_00003,2024-01-11,False,,False,15.0
CU_006124,CAMP_00003,2024-01-12,False,,False,15.0
CU_008317,CAMP_00003,2024-01-10,False,,False,15.0
CU_003312,CAMP_00003,2024-01-10,True,2024-01-19,False,15.0
CU_001145,CAMP_00003,2024-01-12,False,,False,15.0
CU_004434,CAMP_00003,2024-01-11,False,,False,15.0
CU_001833,CAMP_00003,2024-01-09,True,2024-01-14,True,15.0
CU_002163,CAMP_00003,2024-01-10,True,2024-01-11,True,15.0
CU_000390,CAMP_00003,2024-01-09,True,2024-01-13,True,15.0
CU_004092,CAMP_00003,2024-01-10,True,2024-01-11,False,15.0
CU_003425,CAMP_00003,2024-01-12,False,,False,15.0
CU_001578,CAMP_00003,2024-01-09,False,,False,15.0
CU_009039,CAMP_00004,2024-02-21,False,,False,10.0
CU_000296,CAMP_00004,2024-02-19,False,,False,10.0
CU_006774,CAMP_00004,2024-02-21,False,,False,10.0
CU_007119,CAMP_00004,2024-02-20,False,,False,10.0
CU_007866,CAMP_00004,2024-02-21,False,,False,10.0
CU_001017,CAMP_00004,2024-02-21,False,,False,10.0
CU_001374,CAMP_00004,2024-02-22,False,,False,10.0
CU_002531,CAMP_00004,2024-02-21,True,2024-02-22,True,10.0
CU_002738,CAMP_00004,2024-02-20,False,,False,10.0
CU_002018,CAMP_00004,2024-02-19,False,,False,10.0
CU_000441,CAMP_00004,2024-02-20,False,,False,10.0
CU_000433,CAMP_00004,2024-02-19,False,,False,10.0
CU_006322,CAMP_00004,2024-02-19,False,,False,10.0
CU_001318,CAMP_00004,2024-02-21,False,,False,10.0
CU_002327,CAMP_00004,2024-02-22,False,,False,10.0
CU_009561,CAMP_00004,2024-02-21,False,,False,10.0
CU_007177,CAMP_00004,2024-02-20,False,,False,10.0
CU_006091,CAMP_00004,2024-02-19,False,,False,10.0
CU_008150,CAMP_00004,2024-02-22,True,2024-02-26,True,10.0
CU_004139,CAMP_00004,2024-02-22,False,,False,10.0
CU_006518,CAMP_00004,2024-02-21,False,,False,10.0
CU_004723,CAMP_00004,2024-02-21,False,,False,10.0
CU_003601,CAMP_00004,2024-02-20,False,,False,10.0
CU_001884,CAMP_00004,2024-02-22,False,,False,10.0
CU_004104,CAMP_00004,2024-02-21,False,,False,10.0
CU_004903,CAMP_00004,2024-02-21,False,,False,10.0
CU_009711,CAMP_00004,2024-02-21,False,,False,10.0
CU_004510,CAMP_00004,2024-02-22,False,,False,10.0
CU_003215,CAMP_00004,2024-02-20,False,,False,10.0
CU_006742,CAMP_00004,2024-02-20,False,,False,10.0
CU_003143,CAMP_00004,2024-02-20,False,,False,10.0
CU_007548,CAMP_00004,2024-02-22,False,,False,10.0
CU_001862,CAMP_00004,2024-02-21,False,,False,10.0
CU_005589,CAMP_00004,2024-02-20,False,,False,10.0
CU_009651,CAMP_00004,2024-02-22,False,,False,10.0
CU_003807,CAMP_00004,2024-02-19,False,,False,10.0
CU_009147,CAMP_00004,2024-02-20,False,,False,10.0
CU_009973,CAMP_00004,2024-02-20,False,,False,10.0
CU_000104,CAMP_00004,2024-02-21,False,,False,10.0
CU_000167,CAMP_00004,2024-02-22,False,,False,10.0
CU_008931,CAMP_00004,2024-02-20,False,,False,10.0
CU_002502,CAMP_00004,2024-02-21,True,2024-02-22,False,10.0
CU_002566,CAMP_00004,2024-02-21,False,,False,10.0
CU_008226,CAMP_00004,2024-02-20,False,,False,10.0
CU_000776,CAMP_00004,2024-02-21,False,,False,10.0
CU_002803,CAMP_00004,2024-02-20,False,,False,10.0
CU_007384,CAMP_00004,2024-02-19,False,,False,10.0
CU_009668,CAMP_00004,2024-02-19,False,,False,10.0
CU_006003,CAMP_00004,2024-02-19,False,,False,10.0
CU_003262,CAMP_00004,2024-02-20,False,,False,10.0
CU_000888,CAMP_00004,2024-02-19,False,,False,10.0
CU_008286,CAMP_00004,2024-02-21,False,,False,10.0
CU_002347,CAMP_00004,2024-02-19,True,2024-02-28,True,10.0
CU_002436,CAMP_00004,2024-02-19,False,,False,10.0
CU_003916,CAMP_00004,2024-02-19,False,,False,10.0
CU_006549,CAMP_00004,2024-02-21,False,,False,10.0
CU_001013,CAMP_00004,2024-02-19,True,2024-02-21,True,10.0
CU_004479,CAMP_00004,2024-02-22,False,,False,10.0
CU_009929,CAMP_00004,2024-02-20,True,2024-02-20,False,10.0
CU_009154,CAMP_00004,2024-02-21,False,,False,10.0
CU_004683,CAMP_00004,2024-02-20,False,,False,10.0
CU_002042,CAMP_00004,2024-02-22,False,,False,10.0
CU_007770,CAMP_00004,2024-02-22,False,,False,10.0
CU_000681,CAMP_00004,2024-02-21,False,,False,10.0
CU_000795,CAMP_00004,2024-02-21,False,,False,10.0
CU_007028,CAMP_00004,2024-02-21,False,,False,10.0
CU_007111,CAMP_00004,2024-02-20,True,2024-02-23,True,10.0
CU_005392,CAMP_00004,2024-02-19,False,,False,10.0
CU_007266,CAMP_00004,2024-02-22,False,,False,10.0
CU_006124,CAMP_00004,2024-02-20,False,,False,10.0
CU_008630,CAMP_00004,2024-02-22,False,,False,10.0
CU_008622,CAMP_00004,2024-02-20,False,,False,10.0
CU_002753,CAMP_00004,2024-02-19,False,,False,10.0
CU_002405,CAMP_00004,2024-02-22,False,,False,10.0
CU_004342,CAMP_00004,2024-02-20,True,2024-02-24,True,10.0
CU_001833,CAMP_00004,2024-02-22,False,,False,10.0
CU_009835,CAMP_00004,2024-02-22,False,,False,10.0
CU_002830,CAMP_00004,2024-02-21,False,,False,10.0
CU_004990,CAMP_00004,2024-02-22,False,,False,10.0
CU_003853,CAMP_00004,2024-02-21,False,,False,10.0
CU_009301,CAMP_00004,2024-02-22,True,2024-02-22,True,10.0
CU_007567,CAMP_00004,2024-02-19,False,,False,10.0
CU_004963,CAMP_00004,2024-02-22,False,,False,10.0
CU_003926,CAMP_00004,2024-02-19,True,2024-02-28,True,10.0
CU_004377,CAMP_00004,2024-02-20,False,,False,10.0
CU_009626,CAMP_00004,2024-02-19,False,,False,10.0
CU_001156,CAMP_00004,2024-02-21,False,,False,10.0
CU_009373,CAMP_00004,2024-02-21,True,2024-02-25,True,10.0
CU_008299,CAMP_00004,2024-02-19,False,,False,10.0
CU_002197,CAMP_00004,2024-02-21,False,,False,10.0
CU_002165,CAMP_00004,2024-02-21,False,,False,10.0
CU_004193,CAMP_00004,2024-02-21,False,,False,10.0
CU_000972,CAMP_00004,2024-02-19,False,,False,10.0
CU_007858,CAMP_00004,2024-02-21,False,,False,10.0
CU_008857,CAMP_00004,2024-02-22,False,,False,10.0
CU_000924,CAMP_00004,2024-02-21,False,,False,10.0
CU_000657,CAMP_00004,2024-02-21,False,,False,10.0
CU_006800,CAMP_00004,2024-02-20,False,,False,10.0
