transaction_id,customer_id,transaction_type,amount,transaction_date,payment_method,is_first_deposit
TXN_00000029,CU_000066,deposit,171.24,2024-07-27,paypal,False
TXN_00000030,CU_000066,deposit,213.23,2024-08-02,credit_card,False
TXN_00000031,CU_000066,deposit,136.02,2024-08-30,paypal,False
TXN_00000032,CU_000066,deposit,348.2,2024-10-18,debit_card,False
TXN_00000033,CU_000066,withdrawal,307.36,2024-11-03,credit_card,False
TXN_00000034,CU_000081,deposit,31.01,2024-10-26,credit_card,True
TXN_00000035,CU_000081,withdrawal,117.79,2024-11-05,credit_card,False
TXN_00000036,CU_000081,deposit,46.81,2024-11-07,paypal,False
TXN_00000037,CU_000081,deposit,33.29,2024-12-04,bank_transfer,False
TXN_00000038,CU_000082,deposit,123.59,2024-09-02,debit_card,True
TXN_00000039,CU_000082,withdrawal,185.86,2024-09-17,debit_card,False
TXN_00000040,CU_000082,withdrawal,572.57,2024-11-16,bank_transfer,False
TXN_00000041,CU_000082,deposit,226.15,2024-11-21,bank_transfer,False
TXN_00000042,CU_000117,deposit,264.57,2024-08-31,credit_card,True
TXN_00000043,CU_000117,withdrawal,515.32,2024-10-25,paypal,False
TXN_00000044,CU_000117,deposit,227.27,2024-11-25,paypal,False
TXN_00000045,CU_000117,deposit,341.72,2024-12-25,credit_card,False
TXN_00000046,CU_000118,deposit,61.96,2024-04-09,debit_card,True
TXN_00000047,CU_000118,withdrawal,103.91,2024-07-08,credit_card,False
TXN_00000048,CU_000123,deposit,35.07,2024-05-06,credit_card,True
TXN_00000049,CU_000123,deposit,102.46,2024-12-10,paypal,False
TXN_00000050,CU_000125,deposit,92.8,2024-04-09,credit_card,True
TXN_00000051,CU_000125,deposit,139.86,2024-04-27,paypal,False
TXN_00000052,CU_000125,deposit,36.24,2024-05-10,paypal,False
TXN_00000053,CU_000125,deposit,75.77,2024-08-02,credit_card,False
TXN_00000054,CU_000125,withdrawal,89.29,2024-09-04,bank_transfer,False
TXN_00000055,CU_000125,deposit,76.65,2024-09-14,debit_card,False
TXN_00000056,CU_000125,withdrawal,89.71,2024-11-09,bank_transfer,False
TXN_00000057,CU_000125,withdrawal,82.41,2024-12-19,credit_card,False
TXN_00000058,CU_000125,deposit,145.43,2024-12-29,credit_card,False
TXN_00000059,CU_000127,deposit,475.29,2024-04-15,debit_card,True
TXN_00000060,CU_000127,deposit,296.65,2024-05-15,credit_card,False
TXN_00000061,CU_000127,withdrawal,596.93,2024-05-29,bank_transfer,False
TXN_00000062,CU_000127,deposit,326.9,2024-06-11,credit_card,False
TXN_00000063,CU_000127,deposit,398.15,2024-07-04,debit_card,False
TXN_00000064,CU_000127,withdrawal,325.97,2024-07-31,bank_transfer,False
TXN_00000065,CU_000127,deposit,151.96,2024-10-19,debit_card,False
TXN_00000066,CU_000127,withdrawal,445.04,2024-11-10,debit_card,False
TXN_00000067,CU_000127,withdrawal,346.52,2024-12-01,paypal,False
TXN_00000068,CU_000135,deposit,870.86,2024-08-12,paypal,True
TXN_00000069,CU_000135,withdrawal,1773.2,2024-08-12,debit_card,False
TXN_00000070,CU_000135,deposit,1294.77,2024-08-24,credit_card,False
TXN_00000071,CU_000135,withdrawal,1857.27,2024-09-06,credit_card,False
TXN_00000072,CU_000135,deposit,835.57,2024-09-16,paypal,False
TXN_00000073,CU_000135,deposit,454.3,2024-10-13,bank_transfer,False
TXN_00000074,CU_000135,deposit,885.85,2024-11-10,debit_card,False
TXN_00000075,CU_000135,deposit,1072.63,2024-11-19,paypal,False
TXN_00000076,CU_000135,withdrawal,748.32,2024-11-23,debit_card,False
TXN_00000077,CU_000135,withdrawal,719.92,2024-11-26,debit_card,False
TXN_00000078,CU_000135,deposit,652.33,2024-12-05,debit_card,False
TXN_00000079,CU_000137,deposit,57.25,2024-02-12,credit_card,True
TXN_00000080,CU_000137,deposit,98.28,2024-02-22,credit_card,False
TXN_00000081,CU_000137,deposit,81.31,2024-06-19,paypal,False
TXN_00000082,CU_000137,withdrawal,132.43,2024-10-07,credit_card,False
TXN_00000083,CU_000137,deposit,115.57,2024-11-04,credit_card,False
TXN_00000084,CU_000140,deposit,391.9,2024-12-04,paypal,True
TXN_00000085,CU_000140,withdrawal,411.09,2024-12-14,debit_card,False
TXN_00000086,CU_000140,deposit,301.77,2024-12-20,debit_card,False
TXN_00000087,CU_000142,deposit,87.0,2024-10-23,debit_card,True
TXN_00000088,CU_000142,deposit,46.34,2024-12-01,credit_card,False
TXN_00000089,CU_000142,deposit,84.2,2024-12-10,credit_card,False
TXN_00000090,CU_000143,deposit,23.94,2024-06-09,paypal,True
TXN_00000091,CU_000143,deposit,71.66,2024-08-20,credit_card,False
TXN_00000092,CU_000143,deposit,109.14,2024-09-27,credit_card,False
TXN_00000093,CU_000143,deposit,96.98,2024-10-10,bank_transfer,False
TXN_00000094,CU_000143,deposit,142.44,2024-12-16,debit_card,False
TXN_00000095,CU_000156,deposit,1977.33,2024-11-25,credit_card,True
TXN_00000096,CU_000156,deposit,781.94,2024-12-08,debit_card,False
TXN_00000097,CU_000156,deposit,1449.2,2024-12-24,credit_card,False
TXN_00000098,CU_000156,withdrawal,1889.49,2024-12-30,paypal,False
TXN_00000099,CU_000163,deposit,25.14,2024-12-04,bank_transfer,True
TXN_00000100,CU_000163,withdrawal,67.38,2024-12-04,bank_transfer,False
TXN_00000101,CU_000173,deposit,135.28,2024-08-13,paypal,True
TXN_00000102,CU_000173,deposit,264.05,2024-08-26,credit_card,False
TXN_00000103,CU_000173,withdrawal,261.61,2024-09-09,debit_card,False
TXN_00000104,CU_000173,deposit,147.67,2024-09-12,bank_transfer,False
TXN_00000105,CU_000173,withdrawal,520.37,2024-09-25,bank_transfer,False
TXN_00000106,CU_000173,deposit,250.18,2024-10-16,bank_transfer,False
TXN_00000107,CU_000173,deposit,273.73,2024-11-13,credit_card,False
TXN_00000108,CU_000173,withdrawal,242.21,2024-12-11,bank_transfer,False
TXN_00000109,CU_000173,deposit,282.49,2024-12-21,credit_card,False
TXN_00000110,CU_000186,deposit,76.61,2024-11-20,paypal,True
TXN_00000111,CU_000186,deposit,71.94,2024-12-22,credit_card,False
TXN_00000112,CU_000189,deposit,68.42,2024-05-16,credit_card,True
TXN_00000113,CU_000189,deposit,148.82,2024-08-12,credit_card,False
TXN_00000114,CU_000189,deposit,90.66,2024-09-27,paypal,False
TXN_00000115,CU_000189,deposit,36.92,2024-12-08,credit_card,False
TXN_00000116,CU_000194,deposit,89.59,2024-11-17,debit_card,True
TXN_00000117,CU_000197,deposit,25.1,2024-10-08,credit_card,True
TXN_00000118,CU_000220,deposit,82.69,2024-02-24,credit_card,True
TXN_00000119,CU_000220,deposit,71.1,2024-02-24,credit_card,False
TXN_00000120,CU_000220,withdrawal,193.73,2024-06-10,debit_card,False
TXN_00000121,CU_000220,deposit,124.27,2024-07-24,debit_card,False
TXN_00000122,CU_000220,deposit,139.69,2024-10-05,debit_card,False
TXN_00000123,CU_000232,deposit,85.64,2024-11-14,paypal,True
TXN_00000124,CU_000232,withdrawal,132.81,2024-12-10,credit_card,False
TXN_00000125,CU_000232,deposit,133.67,2024-12-18,credit_card,False
TXN_00000126,CU_000243,deposit,1317.1,2024-02-11,debit_card,True
TXN_00000127,CU_000243,deposit,1081.7,2024-02-23,paypal,False
TXN_00000128,CU_000243,deposit,868.14,2024-03-31,paypal,False
TXN_00000129,CU_000243,deposit,1153.62,2024-04-12,debit_card,False
TXN_00000130,CU_000243,deposit,423.92,2024-04-18,paypal,False
TXN_00000131,CU_000243,withdrawal,1503.94,2024-04-21,paypal,False
TXN_00000132,CU_000243,deposit,1461.76,2024-05-03,bank_transfer,False
TXN_00000133,CU_000243,withdrawal,1389.88,2024-05-10,debit_card,False
TXN_00000134,CU_000243,deposit,577.17,2024-05-18,paypal,False
TXN_00000135,CU_000243,deposit,573.59,2024-05-20,debit_card,False
TXN_00000136,CU_000243,deposit,1019.21,2024-06-24,paypal,False
TXN_00000137,CU_000243,deposit,1450.29,2024-07-07,debit_card,False
TXN_00000138,CU_000243,deposit,1274.21,2024-08-05,paypal,False
TXN_00000139,CU_000243,deposit,1441.44,2024-08-16,credit_card,False
TXN_00000140,CU_000243,deposit,1035.06,2024-09-23,credit_card,False
TXN_00000141,CU_000243,deposit,1284.86,2024-10-07,debit_card,False
TXN_00000142,CU_000243,deposit,1016.6,2024-11-22,debit_card,False
TXN_00000143,CU_000243,withdrawal,1646.17,2024-12-03,debit_card,False
TXN_00000144,CU_000243,withdrawal,690.21,2024-12-21,bank_transfer,False
TXN_00000145,CU_000260,deposit,47.4,2024-05-13,debit_card,True
TXN_00000146,CU_000260,deposit,29.26,2024-06-12,bank_transfer,False
TXN_00000147,CU_000260,deposit,39.76,2024-10-18,bank_transfer,False
TXN_00000148,CU_000260,deposit,50.37,2024-11-24,credit_card,False
TXN_00000149,CU_000274,deposit,83.52,2024-07-15,paypal,True
TXN_00000150,CU_000278,deposit,51.3,2024-07-10,credit_card,True
TXN_00000151,CU_000278,deposit,82.58,2024-07-21,bank_transfer,False
TXN_00000152,CU_000278,withdrawal,90.37,2024-09-24,bank_transfer,False
TXN_00000153,CU_000278,withdrawal,90.28,2024-10-07,paypal,False
TXN_00000154,CU_000278,deposit,118.7,2024-10-14,debit_card,False
TXN_00000155,CU_000278,deposit,42.79,2024-11-11,credit_card,False
TXN_00000156,CU_000278,deposit,102.2,2024-12-28,debit_card,False
TXN_00000157,CU_000282,deposit,90.16,2024-10-01,paypal,True
TXN_00000158,CU_000282,withdrawal,149.93,2024-12-20,paypal,False
TXN_00000159,CU_000289,deposit,31.29,2024-01-10,debit_card,True
TXN_00000160,CU_000289,deposit,52.72,2024-01-14,debit_card,False
TXN_00000161,CU_000289,deposit,57.55,2024-03-02,bank_transfer,False
TXN_00000162,CU_000289,withdrawal,106.25,2024-03-18,debit_card,False
TXN_00000163,CU_000289,withdrawal,190.56,2024-03-21,bank_transfer,False
TXN_00000164,CU_000289,deposit,109.8,2024-08-20,debit_card,False
TXN_00000165,CU_000289,withdrawal,182.98,2024-11-07,bank_transfer,False
TXN_00000166,CU_000289,withdrawal,135.52,2024-12-01,debit_card,False
TXN_00000167,CU_000291,deposit,81.78,2024-07-04,credit_card,True
TXN_00000168,CU_000291,deposit,145.98,2024-08-24,bank_transfer,False
TXN_00000169,CU_000291,deposit,75.07,2024-10-25,debit_card,False
TXN_00000170,CU_000298,deposit,72.36,2024-12-25,debit_card,True
TXN_00000171,CU_000305,deposit,196.8,2024-07-11,paypal,True
TXN_00000172,CU_000305,deposit,212.52,2024-07-11,paypal,False
TXN_00000173,CU_000305,deposit,213.37,2024-07-27,debit_card,False
TXN_00000174,CU_000305,withdrawal,201.09,2024-08-03,paypal,False
TXN_00000175,CU_000305,withdrawal,202.95,2024-08-29,paypal,False
TXN_00000176,CU_000305,deposit,181.86,2024-09-06,debit_card,False
TXN_00000177,CU_000305,deposit,149.66,2024-09-10,debit_card,False
TXN_00000178,CU_000305,deposit,300.08,2024-09-22,credit_card,False
TXN_00000179,CU_000305,deposit,322.46,2024-09-27,credit_card,False
TXN_00000180,CU_000305,deposit,191.65,2024-10-10,bank_transfer,False
TXN_00000181,CU_000305,deposit,177.27,2024-11-27,debit_card,False
TXN_00000182,CU_000318,deposit,50.89,2024-12-16,credit_card,True
TXN_00000183,CU_000323,deposit,328.68,2024-11-01,debit_card,True
TXN_00000184,CU_000323,withdrawal,255.97,2024-11-01,credit_card,False
TXN_00000185,CU_000323,withdrawal,489.71,2024-12-06,bank_transfer,False
TXN_00000186,CU_000323,deposit,207.97,2024-12-12,credit_card,False
TXN_00000187,CU_000323,withdrawal,159.16,2024-12-21,debit_card,False
TXN_00000188,CU_000340,deposit,423.05,2024-11-19,paypal,True
TXN_00000189,CU_000340,deposit,203.86,2024-11-24,paypal,False
TXN_00000190,CU_000340,deposit,339.84,2024-12-20,debit_card,False
TXN_00000191,CU_000340,deposit,104.14,2024-12-27,debit_card,False
TXN_00000192,CU_000342,deposit,78.46,2024-03-21,debit_card,True
TXN_00000193,CU_000342,deposit,74.84,2024-04-18,credit_card,False
TXN_00000194,CU_000342,withdrawal,108.79,2024-06-05,credit_card,False
TXN_00000195,CU_000342,withdrawal,137.62,2024-07-04,bank_transfer,False
TXN_00000196,CU_000352,deposit,40.25,2024-04-21,bank_transfer,True
TXN_00000197,CU_000352,withdrawal,199.28,2024-06-03,credit_card,False
TXN_00000198,CU_000368,deposit,77.33,2024-06-03,paypal,True
TXN_00000199,CU_000368,deposit,104.76,2024-06-18,bank_transfer,False
TXN_00000200,CU_000368,deposit,114.43,2024-07-18,bank_transfer,False
TXN_00000201,CU_000368,deposit,45.71,2024-10-08,bank_transfer,False
TXN_00000202,CU_000368,withdrawal,142.55,2024-12-13,debit_card,False
TXN_00000203,CU_000380,deposit,320.33,2024-03-26,credit_card,True
TXN_00000204,CU_000380,deposit,372.16,2024-05-27,debit_card,False
TXN_00000205,CU_000380,deposit,288.72,2024-06-26,paypal,False
TXN_00000206,CU_000380,withdrawal,523.72,2024-06-29,paypal,False
TXN_00000207,CU_000380,deposit,216.25,2024-07-16,credit_card,False
TXN_00000208,CU_000380,deposit,300.67,2024-09-18,paypal,False
TXN_00000209,CU_000380,withdrawal,596.35,2024-10-15,credit_card,False
TXN_00000210,CU_000380,deposit,242.62,2024-11-03,debit_card,False
TXN_00000211,CU_000396,deposit,57.29,2024-01-09,bank_transfer,True
TXN_00000212,CU_000396,withdrawal,120.63,2024-06-22,debit_card,False
TXN_00000213,CU_000396,deposit,109.86,2024-07-15,credit_card,False
TXN_00000214,CU_000396,deposit,76.0,2024-12-21,paypal,False
TXN_00000215,CU_000400,deposit,29.65,2024-11-06,paypal,True
TXN_00000216,CU_000406,deposit,91.86,2024-12-11,debit_card,True
TXN_00000217,CU_000407,deposit,96.81,2024-07-13,paypal,True
TXN_00000218,CU_000407,withdrawal,131.13,2024-11-30,credit_card,False
TXN_00000219,CU_000410,deposit,1235.29,2024-08-19,bank_transfer,True
TXN_00000220,CU_000410,deposit,1350.66,2024-08-19,paypal,False
TXN_00000221,CU_000410,deposit,1363.84,2024-08-25,bank_transfer,False
TXN_00000222,CU_000410,withdrawal,562.73,2024-09-03,paypal,False
TXN_00000223,CU_000410,deposit,303.44,2024-10-11,bank_transfer,False
TXN_00000224,CU_000410,deposit,409.42,2024-10-27,bank_transfer,False
TXN_00000225,CU_000410,deposit,648.04,2024-10-28,bank_transfer,False
TXN_00000226,CU_000410,withdrawal,558.77,2024-11-30,paypal,False
TXN_00000227,CU_000410,withdrawal,1373.39,2024-12-15,paypal,False
TXN_00000228,CU_000410,withdrawal,943.48,2024-12-18,bank_transfer,False
TXN_00000229,CU_000410,deposit,1040.4,2024-12-19,credit_card,False
TXN_00000230,CU_000410,withdrawal,1934.03,2024-12-30,debit_card,False
TXN_00000231,CU_000418,deposit,63.67,2024-04-19,bank_transfer,True
TXN_00000232,CU_000418,deposit,75.54,2024-06-17,paypal,False
TXN_00000233,CU_000418,deposit,91.6,2024-08-01,debit_card,False
TXN_00000234,CU_000418,deposit,121.19,2024-08-08,bank_transfer,False
TXN_00000235,CU_000418,withdrawal,139.26,2024-08-13,bank_transfer,False
TXN_00000236,CU_000418,deposit,62.51,2024-10-30,paypal,False
TXN_00000237,CU_000418,deposit,73.96,2024-11-19,credit_card,False
TXN_00000238,CU_000418,withdrawal,176.99,2024-11-27,debit_card,False
TXN_00000239,CU_000448,deposit,232.01,2024-08-23,credit_card,True
TXN_00000240,CU_000448,deposit,337.37,2024-09-25,credit_card,False
TXN_00000241,CU_000448,deposit,243.1,2024-10-17,paypal,False
TXN_00000242,CU_000448,deposit,239.92,2024-12-22,bank_transfer,False
TXN_00000243,CU_000448,withdrawal,476.71,2024-12-27,bank_transfer,False
TXN_00000244,CU_000460,deposit,85.78,2024-08-12,debit_card,True
TXN_00000245,CU_000460,deposit,74.76,2024-08-26,credit_card,False
TXN_00000246,CU_000460,deposit,106.36,2024-12-09,bank_transfer,False
TXN_00000247,CU_000465,deposit,271.85,2024-11-06,bank_transfer,True
TXN_00000248,CU_000465,deposit,234.54,2024-11-06,credit_card,False
TXN_00000249,CU_000465,deposit,124.73,2024-11-08,credit_card,False
TXN_00000250,CU_000465,deposit,225.44,2024-11-09,paypal,False
TXN_00000251,CU_000465,deposit,252.44,2024-11-23,paypal,False
TXN_00000252,CU_000465,deposit,375.68,2024-12-06,credit_card,False
TXN_00000253,CU_000471,deposit,1636.98,2024-06-27,debit_card,True
TXN_00000254,CU_000471,withdrawal,586.29,2024-06-27,debit_card,False
TXN_00000255,CU_000471,deposit,1002.59,2024-07-03,debit_card,False
TXN_00000256,CU_000471,deposit,1337.17,2024-07-11,paypal,False
TXN_00000257,CU_000471,deposit,1027.24,2024-07-13,debit_card,False
TXN_00000258,CU_000471,deposit,1102.82,2024-07-17,paypal,False
TXN_00000259,CU_000471,deposit,1205.4,2024-07-28,bank_transfer,False
TXN_00000260,CU_000471,deposit,655.22,2024-08-02,paypal,False
TXN_00000261,CU_000471,withdrawal,1870.21,2024-08-16,credit_card,False
TXN_00000262,CU_000471,deposit,1119.1,2024-08-23,bank_transfer,False
TXN_00000263,CU_000471,deposit,1304.43,2024-09-02,bank_transfer,False
TXN_00000264,CU_000471,deposit,657.8,2024-09-29,paypal,False
TXN_00000265,CU_000471,deposit,1122.36,2024-10-16,debit_card,False
TXN_00000266,CU_000471,deposit,491.23,2024-11-04,bank_transfer,False
TXN_00000267,CU_000471,deposit,1405.77,2024-12-07,credit_card,False
TXN_00000268,CU_000471,deposit,1104.95,2024-12-09,credit_card,False
TXN_00000269,CU_000471,deposit,1381.03,2024-12-30,bank_transfer,False
TXN_00000270,CU_000488,deposit,355.96,2024-12-29,debit_card,True
TXN_00000271,CU_000491,deposit,21.77,2024-05-23,bank_transfer,True
TXN_00000272,CU_000491,withdrawal,170.67,2024-05-25,credit_card,False
TXN_00000273,CU_000491,deposit,60.55,2024-06-14,paypal,False
TXN_00000274,CU_000491,deposit,68.4,2024-09-07,paypal,False
TXN_00000275,CU_000498,deposit,70.85,2024-09-25,credit_card,True
TXN_00000276,CU_000498,deposit,49.42,2024-10-03,credit_card,False
TXN_00000277,CU_000498,withdrawal,181.65,2024-10-21,bank_transfer,False
TXN_00000278,CU_000498,deposit,134.0,2024-12-29,debit_card,False
TXN_00000279,CU_000506,deposit,40.53,2024-05-31,paypal,True
TXN_00000280,CU_000506,deposit,76.11,2024-10-17,credit_card,False
TXN_00000281,CU_000515,deposit,31.71,2024-04-30,bank_transfer,True
TXN_00000282,CU_000515,deposit,80.15,2024-04-30,bank_transfer,False
TXN_00000283,CU_000515,deposit,118.34,2024-06-16,debit_card,False
TXN_00000284,CU_000515,deposit,61.24,2024-07-09,debit_card,False
TXN_00000285,CU_000515,withdrawal,193.15,2024-09-10,bank_transfer,False
TXN_00000286,CU_000515,deposit,86.45,2024-12-14,bank_transfer,False
TXN_00000287,CU_000527,deposit,131.43,2024-01-15,bank_transfer,True
TXN_00000288,CU_000527,withdrawal,512.97,2024-01-23,credit_card,False
TXN_00000289,CU_000527,deposit,282.45,2024-03-01,credit_card,False
TXN_00000290,CU_000527,deposit,350.16,2024-03-09,paypal,False
TXN_00000291,CU_000527,deposit,164.14,2024-03-22,credit_card,False
TXN_00000292,CU_000527,deposit,212.28,2024-04-05,credit_card,False
TXN_00000293,CU_000527,deposit,395.5,2024-04-18,paypal,False
TXN_00000294,CU_000527,deposit,200.11,2024-04-28,debit_card,False
TXN_00000295,CU_000527,deposit,131.61,2024-06-23,paypal,False
TXN_00000296,CU_000527,deposit,235.5,2024-07-06,debit_card,False
TXN_00000297,CU_000527,deposit,352.13,2024-10-13,paypal,False
TXN_00000298,CU_000527,deposit,260.36,2024-11-29,debit_card,False
TXN_00000299,CU_000527,deposit,376.62,2024-12-05,bank_transfer,False
TXN_00000300,CU_000527,withdrawal,216.88,2024-12-24,bank_transfer,False
TXN_00000301,CU_000528,deposit,35.45,2024-07-29,credit_card,True
TXN_00000302,CU_000528,deposit,110.22,2024-09-07,debit_card,False
TXN_00000303,CU_000528,deposit,134.71,2024-10-04,debit_card,False
TXN_00000304,CU_000531,deposit,1969.15,2024-11-27,credit_card,True
TXN_00000305,CU_000531,deposit,365.25,2024-11-27,paypal,False
TXN_00000306,CU_000531,deposit,838.47,2024-12-11,debit_card,False
TXN_00000307,CU_000541,deposit,88.06,2024-09-17,debit_card,True
TXN_00000308,CU_000541,deposit,59.59,2024-09-17,debit_card,False
TXN_00000309,CU_000541,deposit,57.02,2024-10-03,bank_transfer,False
TXN_00000310,CU_000541,deposit,90.2,2024-11-16,debit_card,False
TXN_00000311,CU_000541,withdrawal,77.29,2024-12-15,paypal,False
TXN_00000312,CU_000546,deposit,90.95,2024-06-15,bank_transfer,True
TXN_00000313,CU_000546,deposit,35.31,2024-07-11,debit_card,False
TXN_00000314,CU_000546,withdrawal,57.09,2024-08-03,debit_card,False
TXN_00000315,CU_000546,deposit,107.91,2024-10-02,paypal,False
TXN_00000316,CU_000560,deposit,143.51,2025-01-01,paypal,True
TXN_00000317,CU_000567,deposit,78.53,2024-06-22,paypal,True
TXN_00000318,CU_000567,deposit,109.43,2024-07-25,credit_card,False
TXN_00000319,CU_000567,deposit,44.19,2024-12-02,debit_card,False
TXN_00000320,CU_000567,withdrawal,94.9,2024-12-16,paypal,False
TXN_00000321,CU_000596,deposit,26.72,2024-10-25,credit_card,True
TXN_00000322,CU_000596,deposit,102.14,2024-12-26,bank_transfer,False
TXN_00000323,CU_000603,deposit,374.61,2024-02-04,credit_card,True
TXN_00000324,CU_000603,withdrawal,400.25,2024-02-04,paypal,False
TXN_00000325,CU_000603,deposit,341.81,2024-02-15,bank_transfer,False
TXN_00000326,CU_000603,deposit,193.45,2024-03-24,debit_card,False
TXN_00000327,CU_000603,deposit,124.56,2024-04-01,debit_card,False
TXN_00000328,CU_000603,deposit,355.65,2024-04-15,debit_card,False
TXN_00000329,CU_000603,withdrawal,305.55,2024-05-05,bank_transfer,False
TXN_00000330,CU_000603,deposit,360.49,2024-05-20,debit_card,False
TXN_00000331,CU_000603,deposit,253.6,2024-08-17,credit_card,False
TXN_00000332,CU_000603,deposit,347.65,2024-09-21,paypal,False
TXN_00000333,CU_000603,deposit,183.61,2024-10-01,credit_card,False
TXN_00000334,CU_000603,deposit,147.62,2024-10-20,bank_transfer,False
TXN_00000335,CU_000603,withdrawal,338.4,2024-12-01,bank_transfer,False
TXN_00000336,CU_000603,deposit,213.87,2024-12-05,bank_transfer,False
TXN_00000337,CU_000607,deposit,1769.16,2024-04-08,paypal,True
TXN_00000338,CU_000607,deposit,423.17,2024-04-08,paypal,False
TXN_00000339,CU_000607,withdrawal,1866.02,2024-04-20,paypal,False
TXN_00000340,CU_000607,deposit,988.01,2024-04-27,bank_transfer,False
TXN_00000341,CU_000607,withdrawal,1220.05,2024-05-06,bank_transfer,False
TXN_00000342,CU_000607,deposit,706.28,2024-05-15,paypal,False
TXN_00000343,CU_000607,deposit,1041.73,2024-06-06,bank_transfer,False
TXN_00000344,CU_000607,deposit,572.35,2024-06-19,paypal,False
TXN_00000345,CU_000607,deposit,1241.57,2024-07-04,paypal,False
TXN_00000346,CU_000607,deposit,1493.43,2024-07-18,debit_card,False
TXN_00000347,CU_000607,deposit,539.64,2024-08-13,credit_card,False
TXN_00000348,CU_000607,deposit,387.33,2024-08-24,paypal,False
TXN_00000349,CU_000607,deposit,783.9,2024-09-08,credit_card,False
TXN_00000350,CU_000607,deposit,796.54,2024-09-20,bank_transfer,False
TXN_00000351,CU_000607,deposit,565.3,2024-09-26,paypal,False
TXN_00000352,CU_000607,withdrawal,1467.7,2024-10-15,credit_card,False
TXN_00000353,CU_000607,deposit,1333.24,2024-11-04,bank_transfer,False
TXN_00000354,CU_000607,deposit,890.5,2024-11-17,debit_card,False
TXN_00000355,CU_000607,deposit,975.38,2024-11-18,debit_card,False
TXN_00000356,CU_000607,deposit,702.18,2024-12-09,paypal,False
TXN_00000357,CU_000614,deposit,67.17,2024-04-20,debit_card,True
TXN_00000358,CU_000614,deposit,26.81,2024-04-21,bank_transfer,False
TXN_00000359,CU_000614,withdrawal,120.88,2024-05-19,bank_transfer,False
TXN_00000360,CU_000614,deposit,142.46,2024-08-03,debit_card,False
TXN_00000361,CU_000614,withdrawal,59.37,2024-09-16,paypal,False
TXN_00000362,CU_000614,deposit,64.95,2024-10-20,credit_card,False
TXN_00000363,CU_000614,deposit,101.19,2024-10-31,bank_transfer,False
TXN_00000364,CU_000620,deposit,99.66,2024-02-21,credit_card,True
TXN_00000365,CU_000620,withdrawal,80.52,2024-05-06,bank_transfer,False
TXN_00000366,CU_000620,deposit,79.9,2024-07-21,credit_card,False
TXN_00000367,CU_000620,withdrawal,72.88,2024-08-31,bank_transfer,False
TXN_00000368,CU_000625,deposit,75.08,2024-04-27,bank_transfer,True
TXN_00000369,CU_000625,withdrawal,129.07,2024-04-27,debit_card,False
TXN_00000370,CU_000625,deposit,45.13,2024-05-17,bank_transfer,False
TXN_00000371,CU_000625,deposit,140.3,2024-11-09,credit_card,False
TXN_00000372,CU_000625,deposit,128.17,2024-11-21,bank_transfer,False
TXN_00000373,CU_000625,deposit,63.78,2024-12-20,credit_card,False
TXN_00000374,CU_000636,deposit,50.44,2024-09-20,bank_transfer,True
TXN_00000375,CU_000640,deposit,73.31,2024-12-12,bank_transfer,True
TXN_00000376,CU_000642,deposit,1600.58,2024-05-24,bank_transfer,True
TXN_00000377,CU_000642,deposit,1421.73,2024-06-16,debit_card,False
TXN_00000378,CU_000642,withdrawal,1735.46,2024-06-20,debit_card,False
